essay01.txt	3	competition can effectively promote the development of economy	It is always said that competition can effectively promote the development of economy.	1	17
essay43.txt	0	This trend is so deeply engraved in people's mind that the organisation of such events continue to be planned, even when some participants are facing grievous social problems.	This trend is so deeply engraved in people's mind that the organisation of such events continue to be planned, even when some participants are facing grievous social problems.	2	16
essay43.txt	0	This will be proved by analysing how sports events may be an important link to the peace, and by how they encourage people to display their national symbols.	This will be proved by analysing how sports events may be an important link to the peace, and by how they encourage people to display their national symbols.	4	16
essay44.txt	2	the major source of energy today is water	Firstly, the major source of energy today is water.	4	16
essay44.txt	2	many countries still rely only on this source	Although there is a lot of water shortage to generate electricity many countries still rely only on this source.	5	16
essay44.txt	2	there is a lot of water shortage to generate electricity	Although there is a lot of water shortage to generate electricity many countries still rely only on this source.	5	16
essay44.txt	2	If the government encourage the use of nuclear, solar or wind energy there might not be any problem in distributing the required amount electricity	If the government encourage the use of nuclear, solar or wind energy there might not be any problem in distributing the required amount electricity.	8	16
essay44.txt	3	it would be a good implication by the government to generate electricity from other available sources	Therefore, it would be a good implication by the government to generate electricity from other available sources.	9	16
essay44.txt	2	To generate such a vast energy the fundamental resources are falling short	To generate such a vast energy the fundamental resources are falling short.	6	16
essay44.txt	2	during summer there will be a lot of power cut in the developing countries such as India	Thus, during summer there will be a lot of power cut in the developing countries such as India.	7	16
essay44.txt	2	the use of nuclear energy as an alternative to the hydro-kinetic energy causes less atmospheric pollution	In the same way, the use of nuclear energy as an alternative to the hydro-kinetic energy causes less atmospheric pollution.	12	16
essay44.txt	1	it would be a better implication by the government to promote other sources of energy	To conclude, it would be a better implication by the government to promote other sources of energy.	13	16
essay44.txt	2	This can make use of the available natural resources which in turn would reduce the global warming	This can make use of the available natural resources which in turn would reduce the global warming.	14	16
essay44.txt	3	government should motivate and encourage the people to use alternative sources such as the solar and the nuclear energy	Further, government should motivate and encourage the people to use alternative sources such as the solar and the nuclear energy.	15	16
essay44.txt	3	the sources most widely used currently to generate power releases extensive amount of gases into the atmosphere which increases global warming	Secondly, the sources most widely used currently to generate power releases extensive amount of gases into the atmosphere which increases global warming.	10	16
essay44.txt	2	the use of a solar cooker instead of an electric cooker would certainly reduce the global warming	For example, the use of a solar cooker instead of an electric cooker would certainly reduce the global warming.	11	16
essay44.txt	0	Government should make more effort to promote alternative sources of energy.	Government should make more effort to promote alternative sources of energy.	0	16
essay44.txt	0	The increasing population and the technological advancements demand more energy than in the past.	The increasing population and the technological advancements demand more energy than in the past.	1	16
essay44.txt	0	It is believed that there are various other resources such as the nuclear and solar which are abundant and eco-friendly.	It is believed that there are various other resources such as the nuclear and solar which are abundant and eco-friendly.	2	16
essay44.txt	0	I will analyze these areas in the essay.	I will analyze these areas in the essay.	3	16
essay45.txt	1	it is the responsibility of these disadvantaged citizens, rather than the government, to help them out	However, I tend to believe it is the responsibility of these disadvantaged citizens, rather than the government, to help them out.	2	14
essay45.txt	2	Tax revenue is collected from those who works	Tax revenue is collected from those who works.	4	14
essay45.txt	3	Government money should be spent on publicly benefitial programs only	Government money should be spent on publicly benefitial programs only.	3	14
essay45.txt	2	addressing unemployment should have low priority	Besides, there are other pressing demands on the government expenditure, such as health care service and education, so addressing unemployment should have low priority.	6	14
essay45.txt	2	to survive in this competitive world, one has to work hard and equip themselves well	Also, it is obvious that, to survive in this competitive world, one has to work hard and equip themselves well.	7	14
essay45.txt	2	Spending them on helping those not make contribution to society would not sound fair to tax payers	Spending them on helping those not make contribution to society would not sound fair to tax payers.	5	14
essay45.txt	2	there are other pressing demands on the government expenditure, such as health care service and education	Besides, there are other pressing demands on the government expenditure, such as health care service and education, so addressing unemployment should have low priority.	6	14
essay45.txt	2	this does not mean we should leave alone those who do need assistance	Of course, this does not mean we should leave alone those who do need assistance.	9	14
essay45.txt	2	They are already in reverse circumstances and it would be rather difficult for them to overcome the difficulties without external support	They are already in reverse circumstances and it would be rather difficult for them to overcome the difficulties without external support.	10	14
essay45.txt	2	they can have the chance to get back to work	In this case, the government ought to set up free vocational trainings or to provide interest-free bank loans for them, so that they can have the chance to get back to work.	11	14
essay45.txt	2	it is benefitial to the society as a whole when the jobless can make contribution again	After all, it is benefitial to the society as a whole when the jobless can make contribution again.	12	14
essay45.txt	3	If they could get free financial help from the government, they might end up with out any motivation to work at all	If they could get free financial help from the government, they might end up with out any motivation to work at all.	8	14
essay45.txt	2	the government should provide help for the disadvantaged people	In conclusion, my point of view is that, although the government should provide help for the disadvantaged people, direct financial support may not be a wise option and people should rely on themselves to get out of the adversity.	13	14
essay45.txt	3	the government ought to set up free vocational trainings or to provide interest-free bank loans for them	In this case, the government ought to set up free vocational trainings or to provide interest-free bank loans for them, so that they can have the chance to get back to work.	11	14
essay45.txt	3	direct financial support may not be a wise option	In conclusion, my point of view is that, although the government should provide help for the disadvantaged people, direct financial support may not be a wise option and people should rely on themselves to get out of the adversity.	13	14
essay45.txt	3	people should rely on themselves to get out of the adversity	In conclusion, my point of view is that, although the government should provide help for the disadvantaged people, direct financial support may not be a wise option and people should rely on themselves to get out of the adversity.	13	14
essay45.txt	0	should governments be responsible to help the unemployed and homeless.	should governments be responsible to help the unemployed and homeless.	0	14
essay45.txt	0	Unemployment is clearly a global problem, be it in developed countries or developing ones.	Unemployment is clearly a global problem, be it in developed countries or developing ones.	1	14
essay46.txt	2	among the vast range of choices offered there are often some training courses that have direct implications on job-seeking and other aspects in everyday life	Nevertheless, among the vast range of choices offered there are often some training courses that have direct implications on job-seeking and other aspects in everyday life.	3	13
essay46.txt	3	I do not believe it is the main or best function of a university	However, although I respect the universities' aim of providing such courses to develop skills required for work and support their cause, I do not believe it is the main or best function of a university.	4	13
essay46.txt	3	I respect the universities' aim of providing such courses to develop skills required for work and support their cause	However, although I respect the universities' aim of providing such courses to develop skills required for work and support their cause, I do not believe it is the main or best function of a university.	4	13
essay46.txt	2	students are the ones here to seek knowledge	What is meant by this is that students are the ones universities should really cater for, not the employers, as students are the ones here to seek knowledge.	6	13
essay46.txt	2	High school graduates choose to further educate themselves in universities because of all different reasons: a degree that's more widely accepted, gain knowledge and insight into an industry, or simply deepen their research interests in a certain field	High school graduates choose to further educate themselves in universities because of all different reasons: a degree that's more widely accepted, gain knowledge and insight into an industry, or simply deepen their research interests in a certain field.	7	13
essay46.txt	2	A university, in common sense, is a medium for conveying or providing access to knowledge	A university, in common sense, is a medium for conveying or providing access to knowledge.	5	13
essay46.txt	3	students are the ones universities should really cater for, not the employers	What is meant by this is that students are the ones universities should really cater for, not the employers, as students are the ones here to seek knowledge.	6	13
essay46.txt	2	these must be made available when needed	It is, therefore, not necessary for a certain course or type of training to be offered to the students by a university, but instead, these must be made available when needed.	9	13
essay46.txt	3	a university should provide access to information, rather than offer selected courses that are suitable for employers' taste	So the truth lies somewhere closer to the fact that a university should provide access to information, rather than offer selected courses that are suitable for employers' taste.	10	13
essay46.txt	1	the main function of a university remains as the provision of knowledge and access to resources	In conclusion, the main function of a university remains as the provision of knowledge and access to resources.	11	13
essay46.txt	3	It would be helpful, however, if certain courses concerning workplace skills can also be made available to students to help shape their futures	It would be helpful, however, if certain courses concerning workplace skills can also be made available to students to help shape their futures.	12	13
essay46.txt	2	universities and be regarded as institutions where abundant educational resources gather	On the other hand, universities and be regarded as institutions where abundant educational resources gather.	8	13
essay46.txt	2	It is, therefore, not necessary for a certain course or type of training to be offered to the students by a university	It is, therefore, not necessary for a certain course or type of training to be offered to the students by a university, but instead, these must be made available when needed.	9	13
essay46.txt	0	True Function of A University.	True Function of A University.	0	13
essay46.txt	0	Universities have quickly become the places to go when people seek to further develop their expertise.	Universities have quickly become the places to go when people seek to further develop their expertise.	1	13
essay46.txt	0	Whether this really suits the needs of their potential employers is highly unlikely as universities nowadays have evolved as a domain of experts: where more and more is known about less and less.	Whether this really suits the needs of their potential employers is highly unlikely as universities nowadays have evolved as a domain of experts: where more and more is known about less and less.	2	13
essay47.txt	2	wild life would be taken good care from professionals	Preserving wild animals in zoos is an issue which frequently generates a great deal of heated debate, with supporters maintaining that wild life would be taken good care from professionals, while opponents claim that the animals are deprived of freedom as a result of staying in zoos.	1	14
essay47.txt	1	animals should live in natural habitats instead of zoos	From my perspective, animals should live in natural habitats instead of zoos.	2	14
essay47.txt	2	the animals are deprived of freedom as a result of staying in zoos	Preserving wild animals in zoos is an issue which frequently generates a great deal of heated debate, with supporters maintaining that wild life would be taken good care from professionals, while opponents claim that the animals are deprived of freedom as a result of staying in zoos.	1	14
essay47.txt	3	it is our responsibility to create a natural and safe environment for animals to live in	Given the fact that human beings are responsible for the heavy pollution and severe damage to the natural habitats of many wild animals, it is our responsibility to create a natural and safe environment for animals to live in.	4	14
essay47.txt	2	the limited space and the artificial trees and lakes can not fully compensate the animals for their loss	Apparently, the limited space and the artificial trees and lakes can not fully compensate the animals for their loss.	5	14
essay47.txt	2	it is the right of wild species to live in a environment away from human beings	To begin with, it is the right of wild species to live in a environment away from human beings.	3	14
essay47.txt	2	human beings are responsible for the heavy pollution and severe damage to the natural habitats of many wild animals	Given the fact that human beings are responsible for the heavy pollution and severe damage to the natural habitats of many wild animals, it is our responsibility to create a natural and safe environment for animals to live in.	4	14
essay47.txt	3	zoos are more likely to be a killer rather than a protector in protecting wild lives	It seems that zoos are more likely to be a killer rather than a protector in protecting wild lives.	8	14
essay47.txt	2	supporters would argue that zoos, which are equipped with modern facilities and professionals, would provide better care for the animals inside	Nevertheless, supporters would argue that zoos, which are equipped with modern facilities and professionals, would provide better care for the animals inside.	9	14
essay47.txt	2	the endangered species preserved in zoos would never die of illegal hunting	They further point out that the endangered species preserved in zoos would never die of illegal hunting.	10	14
essay47.txt	3	the growing number of natural habitat would be the ultimate solution of saving wild animals worldwide	It seems that the growing number of natural habitat would be the ultimate solution of saving wild animals worldwide.	12	14
essay47.txt	2	if rural animals are captured in the zoo for a long period, it would have negative influences on both the physical and psychological status of the creatures	Moreover, if rural animals are captured in the zoo for a long period, it would have negative influences on both the physical and psychological status of the creatures.	6	14
essay47.txt	2	the strict laws prohibiting poaching would provide a shelter for various kinds of animals in natural habitat	However, I would contend that the strict laws prohibiting poaching would provide a shelter for various kinds of animals in natural habitat.	11	14
essay47.txt	2	the wild species would suffer from isolation and depression	As a result, the wild species would suffer from isolation and depression.	7	14
essay47.txt	3	wild animals should be set free from zoos	By way of conclusion, it is my belief that wild animals should be set free from zoos not only because they have the right to enjoy freedom but they also escape from isolation and depression.	13	14
essay47.txt	2	they have the right to enjoy freedom	By way of conclusion, it is my belief that wild animals should be set free from zoos not only because they have the right to enjoy freedom but they also escape from isolation and depression.	13	14
essay47.txt	2	they also escape from isolation and depression	By way of conclusion, it is my belief that wild animals should be set free from zoos not only because they have the right to enjoy freedom but they also escape from isolation and depression.	13	14
essay47.txt	0	zoos should be built to protect rural animals.	zoos should be built to protect rural animals.	0	14
essay48.txt	3	attending lectures in person should be allowed to take a predominant place in universities	A matter of considerable controversy at present is the issue of whether distance-learning should be promoted as much as possible, or rather attending lectures in person should be allowed to take a predominant place in universities because this way of learning is superior than online degrees.	1	14
essay48.txt	1	online-teaching should be widely used among colleges and universities	From my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.	2	14
essay48.txt	2	this way of learning is superior than online degrees	A matter of considerable controversy at present is the issue of whether distance-learning should be promoted as much as possible, or rather attending lectures in person should be allowed to take a predominant place in universities because this way of learning is superior than online degrees.	1	14
essay48.txt	2	students are able to apply for online-courses provided by top-of-the-range universities and colleges worldwide	Now, however, students are able to apply for online-courses provided by top-of-the-range universities and colleges worldwide.	5	14
essay48.txt	2	the presence of video conferencing allows a teacher to teach a greater number of students	Furthermore, the presence of video conferencing allows a teacher to teach a greater number of students.	6	14
essay48.txt	3	distance-learning brings significant convenience for students in every corner of the world	To begin with, distance-learning brings significant convenience for students in every corner of the world.	3	14
essay48.txt	2	students who were tired of commuting had to attend schools nearby, regardless of any differences in teaching facilities, teacher's qualifications or the school reputation	In earlier times, students who were tired of commuting had to attend schools nearby, regardless of any differences in teaching facilities, teacher's qualifications or the school reputation.	4	14
essay48.txt	3	attending lectures in person provides students an opportunity to communicate with teachers and other classmates	Nevertheless, opponents of online-degrees would argue that attending lectures in person provides students an opportunity to communicate with teachers and other classmates.	9	14
essay48.txt	3	traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life	They further point out that traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life.	10	14
essay48.txt	3	It is the real interactions and communications in class make education much more attractive	It is the real interactions and communications in class make education much more attractive.	11	14
essay48.txt	3	distance-learning will become increasingly important in the future as the pace of life increases	By way of conclusion, it is my belief that distance-learning will become increasingly important in the future as the pace of life increases.	12	14
essay48.txt	3	educational institutions are able to optimize costs by increasing teacher-student ratios	Consequently, educational institutions are able to optimize costs by increasing teacher-student ratios.	7	14
essay48.txt	3	discussions and interactions should be held via video conferencing frequently	However, discussions and interactions should be held via video conferencing frequently so that the joy of learning would not be diminished.	13	14
essay48.txt	2	Thanks to the economical online-teaching, universities and colleges are able to offer grants for students who have outstanding academic achievements but are unable to attend schools because of financial constrains	Thanks to the economical online-teaching, universities and colleges are able to offer grants for students who have outstanding academic achievements but are unable to attend schools because of financial constrains.	8	14
essay48.txt	2	the joy of learning would not be diminished	However, discussions and interactions should be held via video conferencing frequently so that the joy of learning would not be diminished.	13	14
essay48.txt	0	distance-learning vs. attending school in person.	distance-learning vs. attending school in person.	0	14
essay49.txt	3	these new forms of communication do bring a great deal of convenience to humankind	Therefore, it seems that these new forms of communication do bring a great deal of convenience to humankind.	8	14
essay49.txt	2	only the more privileged are able to enjoy the benefits	Nevertheless, opponents of modern communications claim that only the more privileged are able to enjoy the benefits.	9	14
essay49.txt	2	the access to these tools of communication is available in every corner of the world	Furthermore, it is generally felt that the access to these tools of communication is available in every corner of the world.	6	14
essay49.txt	3	people who live in poverty are less likely to be benefited from modern communication technologies	Consequently, people who live in poverty are less likely to be benefited from modern communication technologies.	12	14
essay49.txt	2	With a mobile phone or a laptop, a person can talk or send messages online at a bus stop, in a corner shop or anywhere they could imagine	With a mobile phone or a laptop, a person can talk or send messages online at a bus stop, in a corner shop or anywhere they could imagine.	7	14
essay49.txt	3	modern communication technologies will benefit more people in the future as the pace of life increases	By way of conclusion, I believe that modern communication technologies will benefit more people in the future as the pace of life increases; however, the have-nots cannot be ignored simply because they couldn't afford it.	13	14
essay49.txt	2	the have-nots cannot be ignored simply because they couldn't afford it	By way of conclusion, I believe that modern communication technologies will benefit more people in the future as the pace of life increases; however, the have-nots cannot be ignored simply because they couldn't afford it.	13	14
essay49.txt	2	the wide spread use of these efficient and effective ways of communication costs a considerable amount of money	They further point out that the wide spread use of these efficient and effective ways of communication costs a considerable amount of money.	10	14
essay49.txt	2	Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services	Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services.	11	14
essay49.txt	1	the majority of people in the globe have benefited greatly from these powerful and effective means of modern communication	Although there are valid arguments to the contrary, it is my belief that the majority of people in the globe have benefited greatly from these powerful and effective means of modern communication.	3	14
essay49.txt	2	With the click of a button, the vast amount of information can be transmitted from America to China in just a few seconds	With the click of a button, the vast amount of information can be transmitted from America to China in just a few seconds.	5	14
essay49.txt	2	mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business	To begin with, mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business.	4	14
essay49.txt	0	Do modern communication technologies benefit all people.	Do modern communication technologies benefit all people.	0	14
essay49.txt	0	Modern communication technologies such as mobile phones, e-mails and internet chat programs like the MSN Messenger have brought significant changes to our lives in recent years.	Modern communication technologies such as mobile phones, e-mails and internet chat programs like the MSN Messenger have brought significant changes to our lives in recent years.	1	14
essay49.txt	0	Yet, there remains some disagreement as to whether the overall effect of this innovation has been positive or negative.	Yet, there remains some disagreement as to whether the overall effect of this innovation has been positive or negative.	2	14
essay50.txt	2	music has a great power which can positively influence on human being and its psychology	It is obvious that music has a great power which can positively influence on human being and its psychology.	3	20
essay50.txt	2	they live and study in a harmony with music	Therefore, many university authorities provide music lessons for their students so that they live and study in a harmony with music.	4	20
essay50.txt	3	many university authorities provide music lessons for their students	Therefore, many university authorities provide music lessons for their students so that they live and study in a harmony with music.	4	20
essay50.txt	2	if musical activity involves many participants, there will be co-operation and developed team work in the group, which is, of course, beneficial in their future life	Moreover, if musical activity involves many participants, there will be co-operation and developed team work in the group, which is, of course, beneficial in their future life.	7	20
essay50.txt	2	students with a quite poor academic background can show themselves in the music	In fact, students with a quite poor academic background can show themselves in the music.	8	20
essay50.txt	2	students, who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time	I have an impression that students, who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time.	5	20
essay50.txt	3	music can be a useful and interesting solution	In this case, music can be a useful and interesting solution.	6	20
essay50.txt	2	In our hectic life, however, demand is not for musically orientated students, but for academically developed employees	In our hectic life, however, demand is not for musically orientated students, but for academically developed employees.	11	20
essay50.txt	2	music is the art which requires special attitude towards it	Hence, I agree with the majority, because music is the art which requires special attitude towards it.	12	20
essay50.txt	2	students can not obtain supposed impacts, unless they get interested in it more seriously	Increasingly however, students can not obtain supposed impacts, unless they get interested in it more seriously.	13	20
essay50.txt	3	music and other entertaining subjects should be optional	Therefore, music and other entertaining subjects should be optional.	14	20
essay50.txt	2	the calm atmosphere in the class might be created	Consequently, the calm atmosphere in the class might be created.	9	20
essay50.txt	2	time is the most valuable thing in life with increased pace	Nowadays, time is the most valuable thing in life with increased pace.	15	20
essay50.txt	2	music can have many mentally enhancing effects on students	By contrast, it is clear that music can have many mentally enhancing effects on students.	10	20
essay50.txt	2	students are to develop their professional skills by learning occupation-related subjects, rather than playing on guitar or singing a song	To my mind, students are to develop their professional skills by learning occupation-related subjects, rather than playing on guitar or singing a song.	16	20
essay50.txt	2	in order to be a competitive worker, students must know their field in an advanced level	In conclusion, I think that in order to be a competitive worker, students must know their field in an advanced level.	17	20
essay50.txt	2	music can help an individual to shape its character	On the other hand, music can help an individual to shape its character.	18	20
essay50.txt	1	An integration of music into learning process bound to be successful when it is not compulsory	An integration of music into learning process bound to be successful when it is not compulsory.	19	20
essay50.txt	0	Should high school make music lessons compulsory.	Should high school make music lessons compulsory.	0	20
essay50.txt	0	Most people claim that in high school music must be taught as a main subject, while others say that this is an unnecessary subject and should at least be optional.	Most people claim that in high school music must be taught as a main subject, while others say that this is an unnecessary subject and should at least be optional.	1	20
essay50.txt	0	In this essay I will give my opinion for both sides.	In this essay I will give my opinion for both sides.	2	20
essay51.txt	2	Thanks to the lower expenditure in food consuming, low income people now have sufficient money to cover up costs in health and education	Thanks to the lower expenditure in food consuming, low income people now have sufficient money to cover up costs in health and education.	7	12
essay51.txt	2	the proliferation of GE food and factory farming are detrimental to people's health	Nonetheless, opponents of modern technology in agriculture would argue that the proliferation of GE food and factory farming are detrimental to people's health.	8	12
essay51.txt	3	governments around the world have the obligation to fund in technological developments in farming in order to make an enough production of food for its people	Therefore, governments around the world have the obligation to fund in technological developments in farming in order to make an enough production of food for its people.	5	12
essay51.txt	3	its long term negatives are significant	In other words, although technological developments in agriculture is beneficial in the short term, its long term negatives are significant.	10	12
essay51.txt	2	Another reason for applied technology in agriculture is the low-priced foods resulted from the widely used of factory farming	Another reason for applied technology in agriculture is the low-priced foods resulted from the widely used of factory farming.	6	12
essay51.txt	2	the wide spread use of modern technology in agriculture may be problematic in itself	In reality, of course, the wide spread use of modern technology in agriculture may be problematic in itself; however, given the seriousness of food insufficiency through out the world, I believe this would be the ultimate goal.	11	12
essay51.txt	3	given the seriousness of food insufficiency through out the world, I believe this would be the ultimate goal	In reality, of course, the wide spread use of modern technology in agriculture may be problematic in itself; however, given the seriousness of food insufficiency through out the world, I believe this would be the ultimate goal.	11	12
essay51.txt	2	food which is genetically modified interrupts the natural balance of the ecosystem and would return to haunt us in unexpected ways	They further suggest that food which is genetically modified interrupts the natural balance of the ecosystem and would return to haunt us in unexpected ways.	9	12
essay51.txt	2	technological developments in agriculture is beneficial in the short term	In other words, although technological developments in agriculture is beneficial in the short term, its long term negatives are significant.	10	12
essay51.txt	1	these developments in agricultures should be preserved	From my perspective, these developments in agricultures should be preserved for the sake of the benefits of all human beings.	2	12
essay51.txt	2	Imagine the tragedies that would ensue if people lived in famine and started to eat people to survive	Imagine the tragedies that would ensue if people lived in famine and started to eat people to survive.	4	12
essay51.txt	2	innovations in agriculture such as mechanized farming and the creations of genetic engineering foods may be the only way to feed the vast number of people in every corner of the world	To begin with, innovations in agriculture such as mechanized farming and the creations of genetic engineering foods may be the only way to feed the vast number of people in every corner of the world.	3	12
essay51.txt	0	pros and cons of developments in agriculture.	pros and cons of developments in agriculture.	0	12
essay51.txt	0	A matter of considerable controversy at present is the issue of whether developments in agriculture are beneficial to humankind, or rather these developments should be allowed to die out just as many inappropriate innovations have in the past.	A matter of considerable controversy at present is the issue of whether developments in agriculture are beneficial to humankind, or rather these developments should be allowed to die out just as many inappropriate innovations have in the past.	1	12
essay52.txt	3	the prevalent of English brings a great number of benefits for people	Some people claim that the prevalent of English brings a great number of benefits for people.	3	16
essay52.txt	2	In the ancient time, the different languages and geography set barriers for people to exchange their goods and ideas	In the ancient time, the different languages and geography set barriers for people to exchange their goods and ideas.	5	16
essay52.txt	2	it promotes the communication and interaction between different countries more conveniently and clearly	First of all, it promotes the communication and interaction between different countries more conveniently and clearly.	4	16
essay52.txt	2	English is a beautiful language, which is more systematical and extensive than many other languages	In addition, English is a beautiful language, which is more systematical and extensive than many other languages.	8	16
essay52.txt	2	Learning English can foster people's sentiment and nourish their literature and art	Learning English can foster people's sentiment and nourish their literature and art.	9	16
essay52.txt	2	the innovation of plane and train solved the geographical barriers	Fortunately, the innovation of plane and train solved the geographical barriers.	6	16
essay52.txt	2	If we can popularize the use of English, the language hinder will disappear as well	If we can popularize the use of English, the language hinder will disappear as well.	7	16
essay52.txt	2	English is a sophisticated language	Even English is a sophisticated language; it does not express every detail of life especially in Asia countries, which have totally different linguistic system.	11	16
essay52.txt	2	it does not express every detail of life especially in Asia countries, which have totally different linguistic system	Even English is a sophisticated language; it does not express every detail of life especially in Asia countries, which have totally different linguistic system.	11	16
essay52.txt	2	language contains many aspects of people's daily life, which is influenced by culture, environment as well as religious	It is undeniable that language contains many aspects of people's daily life, which is influenced by culture, environment as well as religious.	12	16
essay52.txt	2	these languages have special significance for people who belong to them	Obviously, these languages have special significance for people who belong to them and using English to replace them is crudity.	13	16
essay52.txt	3	the dominated status of English has destroyed culture diversity	However, the opponents believe that the dominated status of English has destroyed culture diversity and many less-used languages become extinct.	10	16
essay52.txt	2	using English to replace them is crudity	Obviously, these languages have special significance for people who belong to them and using English to replace them is crudity.	13	16
essay52.txt	3	many less-used languages become extinct	However, the opponents believe that the dominated status of English has destroyed culture diversity and many less-used languages become extinct.	10	16
essay52.txt	1	English as an elegant language should be advocated in many fields to expand the global trade and communications	Personally, English as an elegant language should be advocated in many fields to expand the global trade and communications.	14	16
essay52.txt	3	we still need preserve other languages for sake of keeping the linguistic and cultural diversity	But, we still need preserve other languages for sake of keeping the linguistic and cultural diversity.	15	16
essay52.txt	0	advantages and disadvantages of the prevalent of English.	advantages and disadvantages of the prevalent of English.	0	16
essay52.txt	0	With the development of globalization, English became the dominated language in national trade, conference and many important events.	With the development of globalization, English became the dominated language in national trade, conference and many important events.	1	16
essay52.txt	0	This phenomenon has aroused a heated discussion in public.	This phenomenon has aroused a heated discussion in public.	2	16
essay53.txt	3	Human being has driven many animals for their personal use	Human being has driven many animals for their personal use such as, cows and other milch animals for yielding milk from them.	5	18
essay53.txt	2	other animals such as, horses, cattles and donkeys for farming, agriculture and as a mode of transportation	Likewise, other animals such as, horses, cattles and donkeys for farming, agriculture and as a mode of transportation.	6	18
essay53.txt	2	cows and other milch animals for yielding milk from them	Human being has driven many animals for their personal use such as, cows and other milch animals for yielding milk from them.	5	18
essay53.txt	3	many farmers and owners exploit animals beyond their limits	On the other hand, many farmers and owners exploit animals beyond their limits.	9	18
essay53.txt	2	cows are often injected by Oxytocin, a hormone which is used to forcibly increase lactation	For instance, cows are often injected by Oxytocin, a hormone which is used to forcibly increase lactation.	10	18
essay53.txt	2	Many people keep pets like dogs and cats, trained them as service dogs and snuffing dogs which are very helpful to police force and even to some blind peoples	Many people keep pets like dogs and cats, trained them as service dogs and snuffing dogs which are very helpful to police force and even to some blind peoples.	7	18
essay53.txt	2	They are kept for security purposes in houses	They are kept for security purposes in houses.	8	18
essay53.txt	2	Another example of this is cage farming which is against animal rights	Another example of this is cage farming which is against animal rights.	13	18
essay53.txt	2	Many other practices like, equestrian sport where horses run miles and miles and beaten up by jockeys to make them run more faster	Many other practices like, equestrian sport where horses run miles and miles and beaten up by jockeys to make them run more faster.	14	18
essay53.txt	2	And above all pleasure hunting of defenseless animals	And above all pleasure hunting of defenseless animals.	15	18
essay53.txt	1	human being should behave as a guardian to animals	From my prospective, human being should behave as a guardian to animals rather than as their lord or masters.	16	18
essay53.txt	2	This in turn, causes lots of discomfort and pain to the cattle	This in turn, causes lots of discomfort and pain to the cattle.	11	18
essay53.txt	2	Animal rights are meant to set limits on human behavior	Animal rights are meant to set limits on human behavior and manipulation of them should be punished as a serious crime.	17	18
essay53.txt	3	thousand of animals undergo painful suffering or death as a result of scientific research of drugs and various products	Furthermore, thousand of animals undergo painful suffering or death as a result of scientific research of drugs and various products.	12	18
essay53.txt	3	manipulation of them should be punished as a serious crime	Animal rights are meant to set limits on human behavior and manipulation of them should be punished as a serious crime.	17	18
essay53.txt	0	humans should be able to use animals for their own benefit?	humans should be able to use animals for their own benefit?	0	18
essay53.txt	0	Man has dominated all his fellow beings on earth because of his superior brain.	Man has dominated all his fellow beings on earth because of his superior brain.	1	18
essay53.txt	0	He has domesticated a large number of animals and birds and makes use of them to make life easier and convenient for himself.	He has domesticated a large number of animals and birds and makes use of them to make life easier and convenient for himself.	2	18
essay53.txt	0	Many people encourage the use of animals for their personal needs, while others are concerned that animals should not be misused.	Many people encourage the use of animals for their personal needs, while others are concerned that animals should not be misused.	3	18
essay53.txt	0	This essay will discuss some arguments for and against animal domestication.	This essay will discuss some arguments for and against animal domestication.	4	18
essay54.txt	2	more and more people can watch exhibitions through television or internet at home due to modern technology	It is quite common that more and more people can watch exhibitions through television or internet at home due to modern technology; therefore, some people think museums and art galleries will disappear soon.	1	11
essay54.txt	2	modern technology make it possible	Although modern technology make it possible, I still believe some museums and art galleries will not disappear.	2	11
essay54.txt	3	some people think museums and art galleries will disappear soon	It is quite common that more and more people can watch exhibitions through television or internet at home due to modern technology; therefore, some people think museums and art galleries will disappear soon.	1	11
essay54.txt	2	people who watch exhibitions on TV or internet at home, save the time and money on the road, which is increasingly significant particularly to people in modern society	Obviously, people who watch exhibitions on TV or internet at home, save the time and money on the road, which is increasingly significant particularly to people in modern society.	4	11
essay54.txt	2	in accordance with recent research, experts suggest the lifestyle of individuals in modern society is unhealthy	However, in accordance with recent research, experts suggest the lifestyle of individuals in modern society is unhealthy because they lack of physical exercise and face-to-face communication.	5	11
essay54.txt	1	some museums and art galleries will not disappear	Although modern technology make it possible, I still believe some museums and art galleries will not disappear.	2	11
essay54.txt	3	technology indeed simplifies people's life all the time	On the one hand, technology indeed simplifies people's life all the time.	3	11
essay54.txt	2	authentic exhibits cannot be completely displayed only by images and videos	First of all, authentic exhibits cannot be completely displayed only by images and videos.	7	11
essay54.txt	2	It is like travelling to a place is much better than viewing the landscape of that place on TV or photos	It is like travelling to a place is much better than viewing the landscape of that place on TV or photos, so the best method to learn one thing is to experience it.	8	11
